Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/subscription/status,795,711,3000,3171.950323759758,259.7879169989028,8832.701249999445,110.49811320754716,13.907469410533377,12.438000944514757,3000,3300,4000,4200,6600,8300,8600,8800,8800,8800,8800
GET,/api/v1/trial/status,317,317,2900,3082.927562706668,246.21504200149502,8789.219041000251,82.73186119873817,5.545494091998844,5.545494091998844,2900,3300,3900,4100,6100,8200,8600,8700,8800,8800,8800
,Aggregated,1112,1028,2900,3146.5724323444488,246.21504200149502,8832.701249999445,102.58273381294964,19.45296350253222,17.9834950365136,2900,3300,3900,4200,6400,8200,8600,8800,8800,8800,8800
