Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780739826,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1780739827,10,,Aggregated,0.000000,0.000000,27,27,28,28,28,29,29,29,29,29,29,14,14,27,26.878074285507733,24.110749999636027,28.954082999916864,81.85714285714286
1780739828,20,,Aggregated,0.000000,0.000000,24,27,27,27,28,28,29,29,29,29,29,28,28,18,19.761479142776547,8.163333000084094,28.954082999916864,81.85714285714286
1780739829,30,,Aggregated,10.000000,10.000000,11,18,26,27,27,28,29,29,29,29,29,42,42,11,16.249817476169223,5.051874999480788,28.954082999916864,81.85714285714286
1780739830,40,,Aggregated,14.000000,14.000000,11,18,19,26,27,28,28,29,29,29,29,59,59,11,14.606285999989423,3.7287079994712258,28.954082999916864,79.77966101694915
1780739831,50,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739832,60,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739833,70,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739835,80,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739836,90,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739837,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739838,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739839,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739840,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739841,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739842,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739843,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739844,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739845,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739846,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739847,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739848,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739849,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739850,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739851,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739852,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739853,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739854,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739855,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739856,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739857,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739858,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739859,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739860,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739861,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739862,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739863,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739864,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739865,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739866,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739867,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739868,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739869,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739870,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739871,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739872,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739873,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739874,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739875,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739876,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739877,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739878,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739879,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739880,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739881,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
1780739882,100,,Aggregated,13.333333,13.333333,11,18,19,20,27,28,28,29,29,29,29,79,79,11,13.915335430398574,3.7287079994712258,28.954082999916864,76.9620253164557
